様式 5. (照明)照明入力シート,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
①,①,①,①,①,①,①,室指数,,,計画照明器具仕様,,,,制御による補正,,,,,,
,,,,,,,②,③,④,⑤,⑥,⑦,⑧,⑨,⑩,⑪,⑫,⑬,⑭,
階,室名,建物用途,室用途,室面積,階高,天井高,室の間口,室の奥行,室指数,照明器具型式,機器名称,定格消費電力,台数,在室検知制御,タイムスケジュール制御,初期照度補正,明るさ感知による昼光利用制御,明るさ感知による点滅制御,照度調整調光制御,
,,,,,,,,,,,,,,,,,,,,
,,,,[㎡],[m],[m],[m],[m],[-],,（照明器具表の記号等）,[W/台],[台],,,,,,,
(転記),(転記),(転記),(転記),(転記),(転記),(転記),,,,,,,,(選択),(選択),(選択),(選択),(選択),(選択),
,,,,,,,,,,,,,,,,,,,,
16F,研究室1604,学校等,研究室,25.74,,2.7,3.3,7.8,,ベーシックベースライト(調光可能),Ca322C,72,18,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,6,,,,,,,
,,,,,,,,,,避難口誘導灯(壁・天井直付型),Xb11E,2.4,2,,,,,,,
16F,研究室1605,学校等,研究室,21.84,,2.7,2.8,7.8,,ベーシックベースライト(調光可能),Ca322C,72,18,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,6,,,,,,,
,,,,,,,,,,避難口誘導灯(壁・天井直付型),Xb11E,2.4,2,,,,,,,
16F,倉庫3,学校等,湯沸室等,6,,2.7,,,0.4,埋込下面開放,A321,42,1,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
16F,ゴミコーナー1,学校等,厨芥置き場等,6,,2.7,,,0.4,ダウンライト,aL141,14,4,,,,,,,
16F,ラウンジ6,学校等,教室（大学）,8,,2.7,,,0.5,ダウンライト,aL141,14,15,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
16F,ラウンジ6流し,学校等,事務室,2,,2.7,,,0.2,流し元灯,N21,24,1,,,,,,,
16F,非EVロビー兼用付室,学校等,教室（大学）,25.5,,2.7,,,0.8,ダウンライト,aL141,14,6,,,,,,,
,,,,,,,,,,LEDライン照明,RaL261,34,5,,,,,,,
,,,,,,,,,,LEDライン照明,RaL131,18,1,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
,,,,,,,,,,避難口誘導灯(壁・天井直付型),Xb11E,2.4,1,,,,,,,
16F,男WC4,学校等,トイレ,15.75,,2.4,,,0.8,LEDライン照明,RaL261,34,2,,,,,,,
,,,,,,,,,,LEDライン照明,RaL131,18,2,,,,,,,
,,,,,,,,,,LEDライン照明,RaL71,10,2,,,,,,,
,,,,,,,,,,片反射笠付,L21,26,1,,,,,,,
,,,,,,,,,,ダウンライト,aL141,14,4,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
16F,女WC4,学校等,トイレ,15,,2.4,,,0.8,LEDライン照明,RaL261,34,2,,,,,,,
,,,,,,,,,,LEDライン照明,RaL131,18,5,,,,,,,
,,,,,,,,,,ダウンライト,aL141,14,5,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
17F,会議室1701,学校等,事務室,96,,2.8,,,2.4,LEDライン照明,RaL261,34,20,,,,,,,
,,,,,,,,,,ダウンライト,aL141,14,28,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,4,,,,,,,
,,,,,,,,,,避難口誘導灯(壁・天井直付型),Xb11E,2.4,2,,,,,,,
17F,倉庫5,学校等,湯沸室等,18,,2.8,,,0.8,埋込下面開放,A322,42,2,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
17F,パントリー,学校等,事務室,14,,2.8,,,0.7,片反射笠付,L321,42,2,,,,,,,
,,,,,,,,,,ダウンライト,aL141,14,2,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
17F,ゴミ庫,学校等,厨芥置き場等,2.25,,2.8,,,0.3,ダウンライト,aL141,14,4,,,,,,,
17F,倉庫6,学校等,湯沸室等,14,,2.8,,,0.7,埋込下面開放,A321,32,2,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
17F,クローク,学校等,湯沸室等,7,,2.8,,,0.5,ダウンライト,aL141,14,3,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
17F,国際交流ラウンジ,学校等,事務室,120,,3.75,,,1.8,LEDライン照明(ウォールウォッシャー),RcL671,88,11,,,,,,,
,,,,,,,,,,ダウンライト,aL141,14,48,,,,,,,
,,,,,,,,,,避難口誘導灯(壁・天井直付型),Xb11E,2.4,1,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,3,,,,,,,
17F,会議室兼プレゼンテーションルーム,学校等,事務室,54,,2.8,,,1.8,ダウンライト,aL141,14,48,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,2,,,,,,,
17F,応接室,学校等,事務室,30,,2.8,,,1.4,ダウンライト,aL141,14,24,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
17F,ラウンジ7,学校等,教室（大学）,15.75,,2.8,,,0.7,LEDライン照明(ウォールウォッシャー),RcL671,88,3,,,,,,,
,,,,,,,,,,ダウンライト,aL141,14,6,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
17F,非EVロビー兼用付室,学校等,教室（大学）,25.5,,2.8,,,0.8,ダウンライト,aL141,14,6,,,,,,,
,,,,,,,,,,LEDライン照明,RaL261,34,5,,,,,,,
,,,,,,,,,,LEDライン照明,RaL131,18,1,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
,,,,,,,,,,避難口誘導灯(壁・天井直付型),Xb11E,2.4,1,,,,,,,
17F,男WC5,学校等,トイレ,21,,2.4,,,0.9,LEDライン照明,RaL261,34,3,,,,,,,
,,,,,,,,,,LEDライン照明,RaL131,18,3,,,,,,,
,,,,,,,,,,LEDライン照明,RaL71,10,1,,,,,,,
,,,,,,,,,,片反射笠付,L21,26,1,,,,,,,
,,,,,,,,,,ダウンライト,aL141,14,5,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
17F,女WC5,学校等,トイレ,18,,2.4,,,0.9,LEDライン照明,RaL261,34,4,,,,,,,
,,,,,,,,,,LEDライン照明,RaL131,18,2,,,,,,,
,,,,,,,,,,LEDライン照明,RaL71,10,1,,,,,,,
,,,,,,,,,,ダウンライト,aL141,14,4,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
17F,多目的WC,学校等,トイレ,4,,2.4,,,0.4,ダウンライト,aL141,14,2,,,,,,,
,,,,,,,,,,LEDライン照明,RaL261,34,1,,,,,,,
,,,,,,,,,,LEDライン照明,RaL131,18,1,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
R1F,屋内機置場,学校等,電気・機械室（標準）,15,,4.8,,,0.4,片反射笠付,L321g,42,4,,,,,,,
R1F,EVMR2,学校等,電気・機械室（標準）,18,,4.8,,,0.4,片反射笠付,L321g,42,3,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
R1F,EVMR3,学校等,電気・機械室（標準）,13.5,,4.8,,,0.4,片反射笠付,L321g,42,3,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
R2F,非EVMR4,学校等,電気・機械室（標準）,20.25,,4.8,,,0.5,反射笠付,K321g,42,4,,,,,,,
,,,,,,,,,,非常用照明器具,ed451d,45,1,,,,,,,
